iter	MultiClass
367	0.2497530685
368	0.2495295104
369	0.2493608194
370	0.2491925161
371	0.2490245616
372	0.2488376139
373	0.2487183828
374	0.2485731621
375	0.2484467214
376	0.2482941553
377	0.2480260987
378	0.2479053366
379	0.2476542189
380	0.2475477211
381	0.2474291296
382	0.247234604
383	0.2471917336
384	0.2470211627
385	0.2469256926
386	0.2468005116
387	0.2466717065
388	0.2465051086
389	0.2462975591
390	0.246172727
391	0.2459703133
392	0.2457844703
393	0.2457527245
394	0.2455788395
395	0.2452951813
396	0.2451671126
397	0.24510678
398	0.2449520045
399	0.2448032177
400	0.2446721449
401	0.2445506464
402	0.2444491101
403	0.2443142387
404	0.2440466279
405	0.2438742545
406	0.2437753347
407	0.2436865897
408	0.2435178019
409	0.2433689763
410	0.2431717955
411	0.2430929348
412	0.2429735681
413	0.2427597004
414	0.2425315683
415	0.2422796753
416	0.242065013
417	0.2419121368
418	0.2417912197
419	0.2416902067
420	0.2416169858
421	0.2414452327
422	0.2412012858
423	0.2409715646
424	0.2408381855
425	0.2405537715
426	0.2404384748
427	0.2403282559
428	0.2402142383
429	0.2400678353
430	0.2399579071
431	0.2398214271
432	0.2396541704
433	0.2393825089
434	0.2392914383
435	0.2390146991
436	0.2389109727
437	0.2388015097
438	0.2387210016
439	0.238620008
440	0.2385058741
441	0.2384695544
442	0.2382250455
443	0.2380515869
444	0.2379011721
445	0.2376763929
446	0.2375628792
447	0.237476867
448	0.2373840909
449	0.237291586
450	0.2371755335
451	0.2370379294
452	0.2368278991
453	0.2367513253
454	0.236595949
455	0.2364181878
456	0.2362691878
457	0.2362102119
458	0.2359952782
459	0.2358993236
460	0.2357989308
461	0.2356936733
462	0.2355218621
463	0.2352858808
464	0.235166049
465	0.2350683307
466	0.2350171459
467	0.2349612902
468	0.2347705051
469	0.2346777871
470	0.2345212867
471	0.2343504638
472	0.2342607886
473	0.2341890019
474	0.2340833569
475	0.2339753862
476	0.2338472399
477	0.2337314006
478	0.233657889
479	0.2334997994
480	0.2334047363
481	0.2333137432
482	0.2331923415
483	0.2330973172
484	0.2329134898
485	0.2327463105
486	0.2326312464
487	0.2324048392
488	0.2323135942
489	0.2322296944
490	0.2321171498
491	0.2320765663
492	0.2319766968
493	0.2318713037
494	0.231770562
495	0.2315781101
496	0.2315026992
497	0.2312934054
498	0.2311501808
499	0.2310688394
500	0.2309048774
501	0.2307966934
502	0.2306935485
503	0.2306364332
504	0.2305295284
505	0.2304266548
506	0.2302228651
507	0.2300467319
508	0.229846799
509	0.2296929732
510	0.2294626511
511	0.2293843718
512	0.2292826805
513	0.2291532551
514	0.2290319891
515	0.2289258208
516	0.2288406226
517	0.2287386017
518	0.2285726241
519	0.2284451562
520	0.2283553453
521	0.2282827059
522	0.2282120433
523	0.2281025802
524	0.2279588324
525	0.2277619229
526	0.2276385638
527	0.2275217166
528	0.2274588839
529	0.2272988174
530	0.2272173403
531	0.2270770423
532	0.2269525009
533	0.2267294079
534	0.2266650247
535	0.2265012177
536	0.2263202975
537	0.2537	0.2310240643
538	0.2308709871
539	0.2307922877
540	0.2307161851
541	0.2306682794
542	0.2306104903
543	0.2305470231
544	0.2304595061
545	0.2303563112
546	0.2302828636
547	0.230119651
548	0.2299882786
549	0.229858069
550	0.2297375103
551	0.2296380362
552	0.2295196867
553	0.2294399021
554	0.2293390909
555	0.2292449074
556	0.229188688
557	0.2290645248
558	0.228944373
559	0.2288196865
560	0.2287666453
561	0.2286419394
562	0.2284312668
563	0.228316832
564	0.2281649757
565	0.2280816058
566	0.2280157162
567	0.2279731398
568	0.2279203699
569	0.2278739952
570	0.2277171003
571	0.2276450674
572	0.2275494886
573	0.2274664094
574	0.227392768
575	0.2273348045
576	0.2272794378
577	0.2272500006
578	0.2271498096
579	0.227065994
580	0.2269522568
581	0.2268765224
582	0.2267892961
583	0.2267234065
584	0.2266138358
585	0.2265114355
586	0.2263607032
587	0.2262189435
588	0.2261821228
589	0.2261027451
590	0.2260189489
591	0.2259441835
592	0.2257666884
593	0.2256795008
594	0.2256211303
595	0.2254589255
596	0.2253535989
597	0.225245753
598	0.2251270547
599	0.2250817846
600	0.2249722333
601	0.2248722942
602	0.2248015015
603	0.2246607883
604	0.2245428458
605	0.2244897077
606	0.2244145741
607	0.2243254874
608	0.224286128
609	0.2242181841
610	0.2241017144
611	0.2240098759
612	0.2238979797
613	0.2238162959
614	0.2237587005
615	0.2236697495
616	0.2235205481
617	0.2233776644
618	0.2233055734
619	0.2232260794
620	0.2231843751
621	0.2231114895
622	0.223072634
623	0.2230315305
624	0.2228776974
625	0.2227199111
626	0.2226755324
627	0.2225222226
628	0.2224442984
629	0.2223730601
630	0.2222814153
631	0.2222133163
632	0.2221490352
633	0.2220949281
634	0.2219563272
635	0.221889488
636	0.2217889675
637	0.221746081
638	0.2216509674
639	0.2215711827
640	0.2215111068
641	0.2214076407
642	0.2212177815
643	0.2211534034
644	0.2210248992
645	0.2209271499
646	0.2208907555
647	0.220832947
648	0.2207176401
649	0.2206720018
650	0.2206268286
651	0.2205650086
652	0.2204003426
653	0.2203422434
654	0.2202427112
655	0.2201913948
656	0.2200810683
657	0.220008299
658	0.2199302585
659	0.2198611325
660	0.2197636351
661	0.2197090242
662	0.2195888918
663	0.2195100762
664	0.2193842463
665	0.2193040546
666	0.2191433226
667	0.2190962115
668	0.2190097604
669	0.2189338516
670	0.2187292254
671	0.218583396
672	0.2185117313
673	0.2183962887
674	0.2182909428
675	0.2181957516
676	0.2181036804
677	0.2180616854
678	0.2179298092
679	0.2178525826
680	0.217784755
681	0.2176447976
682	0.217574567
683	0.2175300914
684	0.2173671695
685	0.2172744201
686	0.2171316139
687	0.2169673742
688	0.2169341775
689	0.216852690	0.2127089489
691	0.2126392166
692	0.2125879348
693	0.2125422154
694	0.2124683162
695	0.2123932929
696	0.2123377667
697	0.2121539587
698	0.2121107394
699	0.2120668612
700	0.2119689491
701	0.2118958445
702	0.2118394656
703	0.2117998511
704	0.2116956015
705	0.2115449929
706	0.211402563
707	0.2113195354
708	0.2112613347
709	0.2111191761
710	0.2110388231
711	0.2109374225
712	0.2109079054
713	0.2107793716
714	0.2107513081
715	0.2107230121
716	0.2106770213
717	0.210616805
718	0.2105274786
719	0.2104156705
720	0.2103483026
721	0.2102753337
722	0.2101442998
723	0.2100147194
724	0.2099575459
725	0.2098293803
726	0.2097892231
727	0.2097511785
728	0.209634719
729	0.2095580095
730	0.2095038013
731	0.2094171882
732	0.2093118533
733	0.2092382061
734	0.2091865561
735	0.2091368442
736	0.2090315092
737	0.2089539858
738	0.2089178987
739	0.2088612484
740	0.2088212657
741	0.2087514947
742	0.2086895147
743	0.2086215266
744	0.2085388285
745	0.2084337649
746	0.2083620751
747	0.2082613141
748	0.2081718714
749	0.2080581058
750	0.2079759504
751	0.2079379639
752	0.2078869923
753	0.207817008
754	0.2077135336
755	0.2076494217
756	0.2075491646
757	0.2074868164
758	0.2073641162
759	0.207307621
760	0.2072680259
761	0.2072119571
762	0.2071618382
763	0.2070935982
764	0.2070495455
765	0.2070058611
766	0.2069698515
767	0.2069009138
768	0.206797982
769	0.2066712506
770	0.2066080109
771	0.2065526592
772	0.2064934507
773	0.2064305404
774	0.2063498967
775	0.206293479
776	0.2062513257
777	0.2061680267
778	0.206132928
779	0.2060230386
780	0.2059093892
781	0.2058322534
782	0.2057742853
783	0.2057244959
784	0.2056587948
785	0.2055796046
786	0.2055209775
787	0.2053675587
788	0.2052672821
789	0.2051497373
790	0.2050655081
791	0.2049930624
792	0.204944901
793	0.2048752075
794	0.2048339456
795	0.204748728
796	0.2046662237
797	0.2045883902
798	0.2045409652
799	0.204474392
800	0.2044226839
801	0.2043785924
802	0.2043295783
803	0.2042822114
804	0.2042282358
805	0.204181838
806	0.2041265832
807	0.2040755534
808	0.2040129726
809	0.2039349453
810	0.2038797292
811	0.2037566802
812	0.2037107476
813	0.2035694805
814	0.2035250015
815	0.2035001552
816	0.2034053247
817	0.2033708461
818	0.2033189248
819	0.2032229702
820	0.2031700411
821	0.2031287986
822	0.2030758889
823	0.2030286384
824	0.2029695462
825	0.2028859178
826	0.2027505037
827	0.2026942993
828	0.2026291796
829	0.2025078361
830	0.2024618065
831	0.2023695343
832	0.2022671646
833	0.2022286936
834	0.2021428364
835	0.2020863606
836	0.2020441491
837	0.2019446091
838	0.201870923
839	0.2018501855
840	0.2017826433
841	0.201697038
842	0.2016561057
843	0.2015637753
844	0.2014900505
845	0.2014523353
846	0.201414252
847	0.2013878552
848	0.2013729901
849	0.2013049052
850	0.2012658915
851	0.2011969151
852	0.201145517
853	0.2011003209
854	0.2009824659
855	0.2008924225
856	0.2008637582
857	0.2007677454
858	0.858	0.2041691769
859	0.2041151086
860	0.2040570288
861	0.2040324171
862	0.2039969723
863	0.2039359662
864	0.2039089515
865	0.2038840878
866	0.2038570343
867	0.2038133146
868	0.2036588226
869	0.2034776648
870	0.2034033451
871	0.2033163514
872	0.203242148
873	0.2031282557
874	0.2030771331
875	0.2030256035
876	0.2029297534
877	0.2028745805
878	0.2028408023
879	0.2027951447
880	0.2026383272
881	0.2025231172
882	0.2024823431
883	0.2024378094
884	0.2023696136
885	0.2022998287
886	0.202265256
887	0.2022334158
888	0.2021370231
889	0.2021168105
890	0.2020011547
891	0.2019083665
892	0.2018695498
893	0.2018015865
894	0.2017350379
895	0.2016541874
896	0.201624382
897	0.20160665
898	0.2015827359
899	0.2015121177
